state,city,area,weekly_income,working_hours_per_day,orders_per_day,shift_timing,rainfall_intensity,temperature_trend,disruption_frequency,location_risk_score,income_per_hour,activity_level,shift_risk,risk_score
Gujarat,Ahmedabad,Navrangpura,6104,6,16,morning,0.28,0.82,0.4,0.478,145.33,2.67,0.2,0.466
Gujarat,Ahmedabad,Navrangpura,7005,7,20,evening,0.28,0.82,0.4,0.478,142.96,2.86,0.6,0.49
Gujarat,Ahmedabad,Navrangpura,5253,4,10,afternoon,0.28,0.82,0.4,0.478,187.61,2.5,0.3,0.468
Gujarat,Ahmedabad,Navrangpura,6463,5,10,night,0.28,0.82,0.4,0.478,184.66,2.0,0.7,0.478
Gujarat,Ahmedabad,Navrangpura,3819,11,21,afternoon,0.28,0.82,0.4,0.478,49.6,1.91,0.3,0.456
Gujarat,Ahmedabad,Navrangpura,4434,6,22,afternoon,0.28,0.82,0.4,0.478,105.57,3.67,0.3,0.491
Gujarat,Ahmedabad,Navrangpura,6403,7,20,afternoon,0.28,0.82,0.4,0.478,130.67,2.86,0.3,0.475
Gujarat,Ahmedabad,Navrangpura,8332,8,8,evening,0.28,0.82,0.4,0.478,148.79,1.0,0.6,0.453
Gujarat,Ahmedabad,Navrangpura,3840,9,15,morning,0.28,0.82,0.4,0.478,60.95,1.67,0.2,0.446
Gujarat,Ahmedabad,Navrangpura,3033,11,32,morning,0.28,0.82,0.4,0.478,39.39,2.91,0.2,0.471
Gujarat,Ahmedabad,Navrangpura,7247,12,24,afternoon,0.28,0.82,0.4,0.478,86.27,2.0,0.3,0.458
Gujarat,Ahmedabad,Navrangpura,9371,4,29,morning,0.28,0.82,0.4,0.478,334.68,7.25,0.2,0.513
Gujarat,Ahmedabad,Navrangpura,4283,7,19,afternoon,0.28,0.82,0.4,0.478,87.41,2.71,0.3,0.472
Gujarat,Ahmedabad,Navrangpura,4300,12,9,night,0.28,0.82,0.4,0.478,51.19,0.75,0.7,0.453
Gujarat,Ahmedabad,Navrangpura,7247,5,15,afternoon,0.28,0.82,0.4,0.478,207.06,3.0,0.3,0.478
Gujarat,Ahmedabad,Navrangpura,6327,12,19,morning,0.28,0.82,0.4,0.478,75.32,1.58,0.2,0.445
Gujarat,Ahmedabad,Navrangpura,9309,10,30,morning,0.28,0.82,0.4,0.478,132.99,3.0,0.2,0.473
Gujarat,Ahmedabad,Navrangpura,4025,12,33,morning,0.28,0.82,0.4,0.478,47.92,2.75,0.2,0.468
Gujarat,Ahmedabad,Navrangpura,9012,12,15,afternoon,0.28,0.82,0.4,0.478,107.29,1.25,0.3,0.443
Gujarat,Ahmedabad,Navrangpura,6297,11,19,morning,0.28,0.82,0.4,0.478,81.78,1.73,0.2,0.448
Gujarat,Ahmedabad,Navrangpura,9788,7,22,night,0.28,0.82,0.4,0.478,199.76,3.14,0.7,0.501
Gujarat,Ahmedabad,Navrangpura,3179,6,35,night,0.28,0.82,0.4,0.478,75.69,5.83,0.7,0.538
Gujarat,Ahmedabad,Navrangpura,5321,12,24,morning,0.28,0.82,0.4,0.478,63.35,2.0,0.2,0.453
Gujarat,Ahmedabad,Navrangpura,3241,12,16,evening,0.28,0.82,0.4,0.478,38.58,1.33,0.6,0.46
Gujarat,Ahmedabad,Satellite,4345,8,23,afternoon,0.27,0.8,0.32,0.444,77.59,2.88,0.3,0.447
Gujarat,Ahmedabad,Satellite,7794,4,29,night,0.27,0.8,0.32,0.444,278.36,7.25,0.7,0.51
Gujarat,Ahmedabad,Satellite,4326,7,20,afternoon,0.27,0.8,0.32,0.444,88.29,2.86,0.3,0.447
Gujarat,Ahmedabad,Satellite,6885,4,24,morning,0.27,0.8,0.32,0.444,245.89,6.0,0.2,0.485
Gujarat,Ahmedabad,Satellite,7603,5,12,night,0.27,0.8,0.32,0.444,217.23,2.4,0.7,0.457
Gujarat,Ahmedabad,Satellite,3803,11,12,afternoon,0.27,0.8,0.32,0.444,49.39,1.09,0.3,0.411
Gujarat,Ahmedabad,Satellite,9797,5,21,evening,0.27,0.8,0.32,0.444,279.91,4.2,0.6,0.489
Gujarat,Ahmedabad,Satellite,4454,7,20,evening,0.27,0.8,0.32,0.444,90.9,2.86,0.6,0.462
Gujarat,Ahmedabad,Satellite,8889,8,15,afternoon,0.27,0.8,0.32,0.444,158.73,1.88,0.3,0.427
Gujarat,Ahmedabad,Satellite,5717,12,17,evening,0.27,0.8,0.32,0.444,68.06,1.42,0.6,0.433
Gujarat,Ahmedabad,Satellite,6120,10,19,night,0.27,0.8,0.32,0.444,87.43,1.9,0.7,0.447
Gujarat,Ahmedabad,Satellite,4235,12,35,afternoon,0.27,0.8,0.32,0.444,50.42,2.92,0.3,0.448
Gujarat,Ahmedabad,Satellite,3324,6,31,morning,0.27,0.8,0.32,0.444,79.14,5.17,0.2,0.485
Gujarat,Ahmedabad,Satellite,6113,4,9,night,0.27,0.8,0.32,0.444,218.32,2.25,0.7,0.454
Gujarat,Ahmedabad,Satellite,4628,4,14,morning,0.27,0.8,0.32,0.444,165.29,3.5,0.2,0.455
Gujarat,Ahmedabad,Satellite,4062,8,9,evening,0.27,0.8,0.32,0.444,72.54,1.12,0.6,0.427
Gujarat,Ahmedabad,Satellite,9565,8,30,night,0.27,0.8,0.32,0.444,170.8,3.75,0.7,0.484
Gujarat,Ahmedabad,Satellite,6760,9,29,evening,0.27,0.8,0.32,0.444,107.3,3.22,0.6,0.469
Gujarat,Ahmedabad,Satellite,9436,9,19,evening,0.27,0.8,0.32,0.444,149.78,2.11,0.6,0.447
Gujarat,Ahmedabad,Satellite,3151,7,22,morning,0.27,0.8,0.32,0.444,64.31,3.14,0.2,0.447
Gujarat,Ahmedabad,Satellite,9141,12,21,morning,0.27,0.8,0.32,0.444,108.82,1.75,0.2,0.419
Gujarat,Ahmedabad,Satellite,3436,12,19,morning,0.27,0.8,0.32,0.444,40.9,1.58,0.2,0.416
Gujarat,Ahmedabad,Satellite,9973,10,11,afternoon,0.27,0.8,0.32,0.444,142.47,1.1,0.3,0.412
Gujarat,Ahmedabad,Satellite,6139,5,33,night,0.27,0.8,0.32,0.444,175.4,6.6,0.7,0.51
Gujarat,Ahmedabad,Satellite,3862,5,20,morning,0.27,0.8,0.32,0.444,110.34,4.0,0.2,0.465
Gujarat,Ahmedabad,Satellite,8342,12,24,night,0.27,0.8,0.32,0.444,99.31,2.0,0.7,0.449
Gujarat,Ahmedabad,Satellite,7369,9,29,afternoon,0.27,0.8,0.32,0.444,116.97,3.22,0.3,0.454
Gujarat,Ahmedabad,Satellite,9081,7,29,afternoon,0.27,0.8,0.32,0.444,185.33,4.14,0.3,0.472
Gujarat,Ahmedabad,Satellite,4523,12,8,morning,0.27,0.8,0.32,0.444,53.85,0.67,0.2,0.398
Gujarat,Ahmedabad,Satellite,7327,6,12,evening,0.27,0.8,0.32,0.444,174.45,2.0,0.6,0.445
Gujarat,Ahmedabad,Satellite,6492,11,33,morning,0.27,0.8,0.32,0.444,84.31,3.0,0.2,0.445
Gujarat,Ahmedabad,Satellite,9171,8,25,morning,0.27,0.8,0.32,0.444,163.77,3.12,0.2,0.447
Gujarat,Ahmedabad,Satellite,6970,4,32,night,0.27,0.8,0.32,0.444,248.93,8.0,0.7,0.51
Gujarat,Ahmedabad,Satellite,9107,11,28,morning,0.27,0.8,0.32,0.444,118.27,2.55,0.2,0.435
Gujarat,Ahmedabad,Satellite,4986,11,22,evening,0.27,0.8,0.32,0.444,64.75,2.0,0.6,0.445
Gujarat,Ahmedabad,Satellite,3298,5,26,afternoon,0.27,0.8,0.32,0.444,94.23,5.2,0.3,0.49
Gujarat,Ahmedabad,Satellite,4449,4,25,morning,0.27,0.8,0.32,0.444,158.89,6.25,0.2,0.485
Gujarat,Ahmedabad,Satellite,4750,12,11,afternoon,0.27,0.8,0.32,0.444,56.55,0.92,0.3,0.408
Gujarat,Ahmedabad,Satellite,3473,11,13,night,0.27,0.8,0.32,0.444,45.1,1.18,0.7,0.433
Gujarat,Ahmedabad,Satellite,7979,4,27,afternoon,0.27,0.8,0.32,0.444,284.96,6.75,0.3,0.49
Gujarat,Ahmedabad,Satellite,9548,8,8,afternoon,0.27,0.8,0.32,0.444,170.5,1.0,0.3,0.41
Gujarat,Ahmedabad,Satellite,8106,10,26,evening,0.27,0.8,0.32,0.444,115.8,2.6,0.6,0.457
Gujarat,Ahmedabad,Satellite,6515,10,10,evening,0.27,0.8,0.32,0.444,93.07,1.0,0.6,0.424
Gujarat,Ahmedabad,Satellite,8080,7,19,evening,0.27,0.8,0.32,0.444,164.9,2.71,0.6,0.459
Gujarat,Ahmedabad,Satellite,3011,10,26,morning,0.27,0.8,0.32,0.444,43.01,2.6,0.2,0.436
Gujarat,Ahmedabad,Satellite,7058,4,34,afternoon,0.27,0.8,0.32,0.444,252.07,8.5,0.3,0.49
Gujarat,Ahmedabad,Satellite,8148,10,26,night,0.27,0.8,0.32,0.444,116.4,2.6,0.7,0.461
Gujarat,Ahmedabad,Satellite,7404,5,28,evening,0.27,0.8,0.32,0.444,211.54,5.6,0.6,0.505
Gujarat,Ahmedabad,Satellite,7312,4,13,morning,0.27,0.8,0.32,0.444,261.14,3.25,0.2,0.45
Gujarat,Ahmedabad,Satellite,7328,8,27,evening,0.27,0.8,0.32,0.444,130.86,3.38,0.6,0.472
Gujarat,Ahmedabad,Satellite,4155,10,20,evening,0.27,0.8,0.32,0.444,59.36,2.0,0.6,0.445
Gujarat,Ahmedabad,Satellite,7062,8,24,morning,0.27,0.8,0.32,0.444,126.11,3.0,0.2,0.445
Gujarat,Ahmedabad,Satellite,5104,5,20,night,0.27,0.8,0.32,0.444,145.83,4.0,0.7,0.489
Gujarat,Ahmedabad,Satellite,7088,8,11,morning,0.27,0.8,0.32,0.444,126.57,1.38,0.2,0.412
Gujarat,Ahmedabad,Satellite,6942,9,23,afternoon,0.27,0.8,0.32,0.444,110.19,2.56,0.3,0.441
Gujarat,Ahmedabad,Satellite,8228,5,20,night,0.27,0.8,0.32,0.444,235.09,4.0,0.7,0.489
Gujarat,Ahmedabad,Satellite,8395,5,22,afternoon,0.27,0.8,0.32,0.444,239.86,4.4,0.3,0.478
Gujarat,Ahmedabad,Satellite,8333,7,16,night,0.27,0.8,0.32,0.444,170.06,2.29,0.7,0.455
Gujarat,Ahmedabad,Satellite,3195,6,8,morning,0.27,0.8,0.32,0.444,76.07,1.33,0.2,0.411
Gujarat,Ahmedabad,Satellite,5594,6,29,night,0.27,0.8,0.32,0.444,133.19,4.83,0.7,0.506
Gujarat,Ahmedabad,Satellite,7756,12,30,afternoon,0.27,0.8,0.32,0.444,92.33,2.5,0.3,0.44
Gujarat,Ahmedabad,Satellite,6375,11,18,evening,0.27,0.8,0.32,0.444,82.79,1.64,0.6,0.437
Gujarat,Ahmedabad,Satellite,3191,4,20,morning,0.27,0.8,0.32,0.444,113.96,5.0,0.2,0.485
Gujarat,Ahmedabad,Satellite,9485,12,20,night,0.27,0.8,0.32,0.444,112.92,1.67,0.7,0.443
Gujarat,Ahmedabad,Satellite,9330,5,18,evening,0.27,0.8,0.32,0.444,266.57,3.6,0.6,0.477
Gujarat,Ahmedabad,Satellite,5147,9,30,night,0.27,0.8,0.32,0.444,81.7,3.33,0.7,0.476
Gujarat,Ahmedabad,Satellite,6624,5,22,evening,0.27,0.8,0.32,0.444,189.26,4.4,0.6,0.493
Gujarat,Ahmedabad,Satellite,8360,12,12,evening,0.27,0.8,0.32,0.444,99.52,1.0,0.6,0.424
Gujarat,Ahmedabad,Satellite,9299,6,35,morning,0.27,0.8,0.32,0.444,221.4,5.83,0.2,0.485
Gujarat,Ahmedabad,Satellite,3189,4,18,afternoon,0.27,0.8,0.32,0.444,113.89,4.5,0.3,0.48
Gujarat,Ahmedabad,Satellite,3941,6,12,afternoon,0.27,0.8,0.32,0.444,93.83,2.0,0.3,0.429
Gujarat,Ahmedabad,Satellite,8319,4,27,evening,0.27,0.8,0.32,0.444,297.11,6.75,0.6,0.505
Gujarat,Ahmedabad,Satellite,8407,5,9,morning,0.27,0.8,0.32,0.444,240.2,1.8,0.2,0.42
Gujarat,Ahmedabad,Satellite,9512,5,18,night,0.27,0.8,0.32,0.444,271.77,3.6,0.7,0.481
Gujarat,Ahmedabad,Satellite,7340,4,9,night,0.27,0.8,0.32,0.444,262.14,2.25,0.7,0.454
Gujarat,Ahmedabad,Satellite,3051,11,32,morning,0.27,0.8,0.32,0.444,39.62,2.91,0.2,0.443
Gujarat,Ahmedabad,Satellite,4547,9,27,night,0.27,0.8,0.32,0.444,72.17,3.0,0.7,0.469
Gujarat,Ahmedabad,Satellite,6655,9,16,night,0.27,0.8,0.32,0.444,105.63,1.78,0.7,0.445
Gujarat,Ahmedabad,Satellite,7653,11,12,night,0.27,0.8,0.32,0.444,99.39,1.09,0.7,0.431
Gujarat,Ahmedabad,Satellite,7571,6,19,morning,0.27,0.8,0.32,0.444,180.26,3.17,0.2,0.448
Gujarat,Ahmedabad,Vastrapur,3275,12,23,night,0.3,0.79,0.36,0.465,38.99,1.92,0.7,0.466
Gujarat,Ahmedabad,Vastrapur,4406,10,9,evening,0.3,0.79,0.36,0.465,62.94,0.9,0.6,0.441
Gujarat,Ahmedabad,Vastrapur,6087,8,27,evening,0.3,0.79,0.36,0.465,108.7,3.38,0.6,0.49
Gujarat,Ahmedabad,Vastrapur,7655,11,33,evening,0.3,0.79,0.36,0.465,99.42,3.0,0.6,0.482
Gujarat,Ahmedabad,Vastrapur,3359,8,34,night,0.3,0.79,0.36,0.465,59.98,4.25,0.7,0.512
Gujarat,Ahmedabad,Vastrapur,8242,12,18,evening,0.3,0.79,0.36,0.465,98.12,1.5,0.6,0.453
Gujarat,Ahmedabad,Vastrapur,6213,11,24,evening,0.3,0.79,0.36,0.465,80.69,2.18,0.6,0.466
Gujarat,Ahmedabad,Vastrapur,3288,8,35,afternoon,0.3,0.79,0.36,0.465,58.71,4.38,0.3,0.495
Gujarat,Ahmedabad,Vastrapur,3924,9,19,afternoon,0.3,0.79,0.36,0.465,62.29,2.11,0.3,0.45
Gujarat,Ahmedabad,Vastrapur,4836,11,33,afternoon,0.3,0.79,0.36,0.465,62.81,3.0,0.3,0.467
Gujarat,Ahmedabad,Vastrapur,8641,4,25,morning,0.3,0.79,0.36,0.465,308.61,6.25,0.2,0.502
Gujarat,Ahmedabad,Vastrapur,6150,8,10,morning,0.3,0.79,0.36,0.465,109.82,1.25,0.2,0.427
Gujarat,Ahmedabad,Vastrapur,7459,8,28,night,0.3,0.79,0.36,0.465,133.2,3.5,0.7,0.497
Gujarat,Ahmedabad,Vastrapur,7861,4,21,night,0.3,0.79,0.36,0.465,280.75,5.25,0.7,0.527
Gujarat,Ahmedabad,Vastrapur,6893,11,27,night,0.3,0.79,0.36,0.465,89.52,2.45,0.7,0.476
Gujarat,Ahmedabad,Vastrapur,6959,4,31,afternoon,0.3,0.79,0.36,0.465,248.54,7.75,0.3,0.507
Gujarat,Ahmedabad,Vastrapur,3765,9,10,night,0.3,0.79,0.36,0.465,59.76,1.11,0.7,0.45
Gujarat,Ahmedabad,Vastrapur,8103,5,23,morning,0.3,0.79,0.36,0.465,231.51,4.6,0.2,0.494
Gujarat,Ahmedabad,Vastrapur,5934,5,22,afternoon,0.3,0.79,0.36,0.465,169.54,4.4,0.3,0.495
Gujarat,Ahmedabad,Vastrapur,5297,7,32,evening,0.3,0.79,0.36,0.465,108.1,4.57,0.6,0.514
Gujarat,Ahmedabad,Vastrapur,7973,8,16,evening,0.3,0.79,0.36,0.465,142.38,2.0,0.6,0.463
Gujarat,Ahmedabad,Vastrapur,9694,8,34,night,0.3,0.79,0.36,0.465,173.11,4.25,0.7,0.512
Gujarat,Ahmedabad,Vastrapur,7245,10,17,night,0.3,0.79,0.36,0.465,103.5,1.7,0.7,0.461
Gujarat,Ahmedabad,Vastrapur,5025,4,32,evening,0.3,0.79,0.36,0.465,179.46,8.0,0.6,0.522
Gujarat,Ahmedabad,Vastrapur,4302,7,28,afternoon,0.3,0.79,0.36,0.465,87.8,4.0,0.3,0.487
Gujarat,Ahmedabad,Vastrapur,3801,5,21,morning,0.3,0.79,0.36,0.465,108.6,4.2,0.2,0.486
Gujarat,Ahmedabad,Vastrapur,8529,11,26,morning,0.3,0.79,0.36,0.465,110.77,2.36,0.2,0.45
Gujarat,Ahmedabad,Vastrapur,8146,7,9,morning,0.3,0.79,0.36,0.465,166.24,1.29,0.2,0.428
Gujarat,Ahmedabad,Vastrapur,8526,10,10,morning,0.3,0.79,0.36,0.465,121.8,1.0,0.2,0.422
Gujarat,Ahmedabad,Vastrapur,5112,5,15,morning,0.3,0.79,0.36,0.465,146.06,3.0,0.2,0.462
Gujarat,Ahmedabad,Vastrapur,9058,7,25,afternoon,0.3,0.79,0.36,0.465,184.86,3.57,0.3,0.479
Gujarat,Ahmedabad,Vastrapur,8920,9,30,night,0.3,0.79,0.36,0.465,141.59,3.33,0.7,0.494
Gujarat,Ahmedabad,Vastrapur,3133,7,19,night,0.3,0.79,0.36,0.465,63.94,2.71,0.7,0.482
Gujarat,Ahmedabad,Vastrapur,7957,7,22,afternoon,0.3,0.79,0.36,0.465,162.39,3.14,0.3,0.47
Gujarat,Ahmedabad,Vastrapur,5426,6,35,evening,0.3,0.79,0.36,0.465,129.19,5.83,0.6,0.522
Gujarat,Ahmedabad,Vastrapur,5682,7,19,evening,0.3,0.79,0.36,0.465,115.96,2.71,0.6,0.477
Gujarat,Ahmedabad,Vastrapur,4907,9,34,evening,0.3,0.79,0.36,0.465,77.89,3.78,0.6,0.498
Gujarat,Ahmedabad,Vastrapur,9386,8,12,morning,0.3,0.79,0.36,0.465,167.61,1.5,0.2,0.432
Gujarat,Ahmedabad,Vastrapur,8865,4,23,morning,0.3,0.79,0.36,0.465,316.61,5.75,0.2,0.502
Gujarat,Ahmedabad,Vastrapur,4533,11,15,night,0.3,0.79,0.36,0.465,58.87,1.36,0.7,0.455
Gujarat,Ahmedabad,Vastrapur,7201,11,16,evening,0.3,0.79,0.36,0.465,93.52,1.45,0.6,0.452
Gujarat,Ahmedabad,Vastrapur,3976,5,23,morning,0.3,0.79,0.36,0.465,113.6,4.6,0.2,0.494
Gujarat,Ahmedabad,Vastrapur,3439,4,24,morning,0.3,0.79,0.36,0.465,122.82,6.0,0.2,0.502
Gujarat,Ahmedabad,Vastrapur,4403,10,18,afternoon,0.3,0.79,0.36,0.465,62.9,1.8,0.3,0.443
Gujarat,Ahmedabad,Vastrapur,3120,8,11,night,0.3,0.79,0.36,0.465,55.71,1.38,0.7,0.455
Gujarat,Ahmedabad,Vastrapur,8508,8,18,night,0.3,0.79,0.36,0.465,151.93,2.25,0.7,0.472
Gujarat,Ahmedabad,Vastrapur,6358,10,16,morning,0.3,0.79,0.36,0.465,90.83,1.6,0.2,0.434
Gujarat,Ahmedabad,Vastrapur,8375,11,11,night,0.3,0.79,0.36,0.465,108.77,1.0,0.7,0.447
Gujarat,Ahmedabad,Vastrapur,8666,10,19,evening,0.3,0.79,0.36,0.465,123.8,1.9,0.6,0.461
Gujarat,Ahmedabad,Vastrapur,7995,11,23,morning,0.3,0.79,0.36,0.465,103.83,2.09,0.2,0.444
Gujarat,Ahmedabad,Vastrapur,5585,11,23,evening,0.3,0.79,0.36,0.465,72.53,2.09,0.6,0.464
Gujarat,Ahmedabad,Vastrapur,7733,10,11,morning,0.3,0.79,0.36,0.465,110.47,1.1,0.2,0.424
Gujarat,Ahmedabad,Vastrapur,9083,9,22,morning,0.3,0.79,0.36,0.465,144.17,2.44,0.2,0.451
Gujarat,Ahmedabad,Vastrapur,7928,5,9,afternoon,0.3,0.79,0.36,0.465,226.51,1.8,0.3,0.443
Gujarat,Ahmedabad,Vastrapur,8972,5,22,evening,0.3,0.79,0.36,0.465,256.34,4.4,0.6,0.51
Gujarat,Ahmedabad,Vastrapur,7796,9,16,morning,0.3,0.79,0.36,0.465,123.75,1.78,0.2,0.438
Gujarat,Ahmedabad,Vastrapur,9195,5,28,afternoon,0.3,0.79,0.36,0.465,262.71,5.6,0.3,0.507
Gujarat,Ahmedabad,Vastrapur,3886,7,32,evening,0.3,0.79,0.36,0.465,79.31,4.57,0.6,0.514
Gujarat,Ahmedabad,Vastrapur,5653,9,29,night,0.3,0.79,0.36,0.465,89.73,3.22,0.7,0.492
Gujarat,Ahmedabad,Vastrapur,5425,11,35,morning,0.3,0.79,0.36,0.465,70.45,3.18,0.2,0.466
Gujarat,Ahmedabad,Vastrapur,3397,10,29,morning,0.3,0.79,0.36,0.465,48.53,2.9,0.2,0.46
Gujarat,Ahmedabad,Vastrapur,5051,8,32,night,0.3,0.79,0.36,0.465,90.2,4.0,0.7,0.507
Gujarat,Ahmedabad,Vastrapur,6338,6,14,afternoon,0.3,0.79,0.36,0.465,150.9,2.33,0.3,0.454
Gujarat,Ahmedabad,Vastrapur,3463,8,32,evening,0.3,0.79,0.36,0.465,61.84,4.0,0.6,0.502
Gujarat,Ahmedabad,Vastrapur,8137,9,28,evening,0.3,0.79,0.36,0.465,129.16,3.11,0.6,0.485
Gujarat,Ahmedabad,Vastrapur,4797,7,12,evening,0.3,0.79,0.36,0.465,97.9,1.71,0.6,0.457
Gujarat,Ahmedabad,Vastrapur,4609,9,13,morning,0.3,0.79,0.36,0.465,73.16,1.44,0.2,0.431
Gujarat,Ahmedabad,Vastrapur,7761,4,26,morning,0.3,0.79,0.36,0.465,277.18,6.5,0.2,0.502
Gujarat,Ahmedabad,Vastrapur,6806,10,31,afternoon,0.3,0.79,0.36,0.465,97.23,3.1,0.3,0.469
Gujarat,Ahmedabad,Vastrapur,3072,8,18,morning,0.3,0.79,0.36,0.465,54.86,2.25,0.2,0.447
Gujarat,Ahmedabad,Vastrapur,5115,7,26,evening,0.3,0.79,0.36,0.465,104.39,3.71,0.6,0.497
Gujarat,Ahmedabad,Vastrapur,3298,5,27,night,0.3,0.79,0.36,0.465,94.23,5.4,0.7,0.527
Gujarat,Ahmedabad,Vastrapur,6609,5,12,afternoon,0.3,0.79,0.36,0.465,188.83,2.4,0.3,0.455
Gujarat,Ahmedabad,Vastrapur,8457,10,30,afternoon,0.3,0.79,0.36,0.465,120.81,3.0,0.3,0.467
Gujarat,Ahmedabad,Vastrapur,5811,9,10,afternoon,0.3,0.79,0.36,0.465,92.24,1.11,0.3,0.43
Gujarat,Ahmedabad,Vastrapur,5587,12,17,morning,0.3,0.79,0.36,0.465,66.51,1.42,0.2,0.431
Gujarat,Ahmedabad,Vastrapur,9696,12,35,evening,0.3,0.79,0.36,0.465,115.43,2.92,0.6,0.481
Gujarat,Ahmedabad,Vastrapur,5226,4,14,afternoon,0.3,0.79,0.36,0.465,186.64,3.5,0.3,0.477
Gujarat,Ahmedabad,Vastrapur,7803,12,28,afternoon,0.3,0.79,0.36,0.465,92.89,2.33,0.3,0.454
Gujarat,Ahmedabad,Vastrapur,6058,9,23,afternoon,0.3,0.79,0.36,0.465,96.16,2.56,0.3,0.459
Gujarat,Ahmedabad,Bopal,9721,4,10,evening,0.31,0.83,0.34,0.475,347.18,2.5,0.6,0.481
Gujarat,Ahmedabad,Bopal,9149,8,9,evening,0.31,0.83,0.34,0.475,163.38,1.12,0.6,0.453
Gujarat,Ahmedabad,Bopal,8847,8,11,evening,0.31,0.83,0.34,0.475,157.98,1.38,0.6,0.459
Gujarat,Ahmedabad,Bopal,4466,11,8,morning,0.31,0.83,0.34,0.475,58.0,0.73,0.2,0.426
Gujarat,Ahmedabad,Bopal,7781,9,31,afternoon,0.31,0.83,0.34,0.475,123.51,3.44,0.3,0.485
Gujarat,Ahmedabad,Bopal,7794,6,22,morning,0.31,0.83,0.34,0.475,185.57,3.67,0.2,0.484
Gujarat,Ahmedabad,Bopal,3164,4,8,morning,0.31,0.83,0.34,0.475,113.0,2.0,0.2,0.451
Gujarat,Ahmedabad,Bopal,8477,7,30,evening,0.31,0.83,0.34,0.475,173.0,4.29,0.6,0.517
Gujarat,Ahmedabad,Bopal,6355,9,9,evening,0.31,0.83,0.34,0.475,100.87,1.0,0.6,0.451
Gujarat,Ahmedabad,Bopal,9584,9,14,night,0.31,0.83,0.34,0.475,152.13,1.56,0.7,0.467
Gujarat,Ahmedabad,Bopal,6975,9,24,morning,0.31,0.83,0.34,0.475,110.71,2.67,0.2,0.464
Gujarat,Ahmedabad,Bopal,9008,9,11,morning,0.31,0.83,0.34,0.475,142.98,1.22,0.2,0.435
Gujarat,Ahmedabad,Bopal,9762,4,14,evening,0.31,0.83,0.34,0.475,348.64,3.5,0.6,0.501
Gujarat,Ahmedabad,Bopal,6489,7,34,night,0.31,0.83,0.34,0.475,132.43,4.86,0.7,0.533
Gujarat,Ahmedabad,Bopal,4878,6,20,afternoon,0.31,0.83,0.34,0.475,116.14,3.33,0.3,0.483
Gujarat,Ahmedabad,Bopal,3140,12,20,afternoon,0.31,0.83,0.34,0.475,37.38,1.67,0.3,0.449
Gujarat,Ahmedabad,Bopal,6019,11,14,afternoon,0.31,0.83,0.34,0.475,78.17,1.27,0.3,0.441
Gujarat,Ahmedabad,Bopal,8105,11,35,afternoon,0.31,0.83,0.34,0.475,105.26,3.18,0.3,0.48
Gujarat,Ahmedabad,Bopal,5972,12,22,evening,0.31,0.83,0.34,0.475,71.1,1.83,0.6,0.468
Gujarat,Ahmedabad,Bopal,9470,5,19,morning,0.31,0.83,0.34,0.475,270.57,3.8,0.2,0.487
Gujarat,Ahmedabad,Bopal,8549,10,12,morning,0.31,0.83,0.34,0.475,122.13,1.2,0.2,0.435
Gujarat,Ahmedabad,Bopal,6482,12,28,night,0.31,0.83,0.34,0.475,77.17,2.33,0.7,0.483
Gujarat,Ahmedabad,Bopal,8002,5,13,afternoon,0.31,0.83,0.34,0.475,228.63,2.6,0.3,0.468
Gujarat,Ahmedabad,Bopal,4000,8,16,evening,0.31,0.83,0.34,0.475,71.43,2.0,0.6,0.471
Gujarat,Ahmedabad,Bopal,6254,11,13,morning,0.31,0.83,0.34,0.475,81.22,1.18,0.2,0.435
Gujarat,Ahmedabad,Bopal,4101,4,34,night,0.31,0.83,0.34,0.475,146.46,8.5,0.7,0.536
Gujarat,Ahmedabad,Bopal,8470,10,15,morning,0.31,0.83,0.34,0.475,121.0,1.5,0.2,0.441
Gujarat,Ahmedabad,Bopal,5505,8,26,afternoon,0.31,0.83,0.34,0.475,98.3,3.25,0.3,0.481
Gujarat,Ahmedabad,Bopal,5523,5,11,afternoon,0.31,0.83,0.34,0.475,157.8,2.2,0.3,0.46
Gujarat,Ahmedabad,Bopal,4083,12,32,afternoon,0.31,0.83,0.34,0.475,48.61,2.67,0.3,0.469
Gujarat,Ahmedabad,Bopal,7663,7,10,morning,0.31,0.83,0.34,0.475,156.39,1.43,0.2,0.44
Gujarat,Ahmedabad,Bopal,6163,9,24,night,0.31,0.83,0.34,0.475,97.83,2.67,0.7,0.489
Gujarat,Ahmedabad,Bopal,9504,6,8,evening,0.31,0.83,0.34,0.475,226.29,1.33,0.6,0.458
Gujarat,Ahmedabad,Bopal,7582,11,32,morning,0.31,0.83,0.34,0.475,98.47,2.91,0.2,0.469
Gujarat,Ahmedabad,Bopal,5384,6,26,afternoon,0.31,0.83,0.34,0.475,128.19,4.33,0.3,0.503
Gujarat,Ahmedabad,Bopal,8082,4,30,afternoon,0.31,0.83,0.34,0.475,288.64,7.5,0.3,0.516
Gujarat,Ahmedabad,Bopal,3113,12,8,evening,0.31,0.83,0.34,0.475,37.06,0.67,0.6,0.444
Gujarat,Ahmedabad,Bopal,6676,12,10,afternoon,0.31,0.83,0.34,0.475,79.48,0.83,0.3,0.433
Gujarat,Ahmedabad,Bopal,9994,10,12,night,0.31,0.83,0.34,0.475,142.77,1.2,0.7,0.46
